success,message,N_B,D_B,Q,loss,total_cost_flops,budget_slack_flops,base_train_attn_cost_flops,quality_cost_flops,budget_flops,Lctx,cost_family,Q0,support_status,n_starts,successful_starts,unique_objectives,selected_from_successful_start,N_at_bound,D_at_bound,Q_at_bound,fold
True,Optimization terminated successfully,7.122749664240946,105.91464423964511,1.0,2.0996419631920467,1.000000000000066e+22,-660602880.0,9.470479736124555e+21,5.295202638761057e+20,1e+22,32768,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_5
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9656902313733366,4.654749635216294e+22,9.53452503647837e+23,4.5048181298662946e+22,1.4993150534999993e+21,1e+24,32768,power,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_5
True,Optimization terminated successfully,0.25924186067367655,1.0352082861841,0.7153165616134493,3.747834015779259,1.0000000000006306e+19,-6305792.0,8.645356696145651e+18,1.3546433038606543e+18,1e+19,131072,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_5
True,Optimization terminated successfully,4.619469401355777,65.01403795852247,1.0,2.195895620751518,1.0000000000000224e+22,-224395264.0,9.674962317226591e+21,3.250376827736331e+20,1e+22,131072,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_5
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9656902313733366,1.170996314271018e+23,8.829003685728982e+23,1.156003163736018e+23,1.4993150534999993e+21,1e+24,131072,power,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_5
True,Optimization terminated successfully,0.7848905322774385,1.1847877227584536,0.9999999999999999,3.3266871853194413,1.0000000000007545e+19,-7544832.0,5.960470779847581e+18,4.0395292201599636e+18,1e+19,2048,logarithmic,0.1,inside_B1_B6_support,6,6,3,True,False,False,True,fold_5
True,Optimization terminated successfully,9.538895654235873,154.91866345183604,1.0,2.0377605874598506,1.0000000000001464e+22,-1463812096.0,9.471805408058175e+21,5.2819459194328836e+20,1e+22,2048,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_5
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9656902313733366,2.402312312699587e+22,9.75976876873004e+23,2.3000639087744553e+22,1.0224840392513159e+21,1e+24,2048,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_5
True,Optimization terminated successfully,0.7559344973079082,1.167628929913976,1.0,3.339978201934491,1.000000000000099e+19,-989184.0,6.0189736185745e+18,3.9810263814264893e+18,1e+19,4096,logarithmic,0.1,inside_B1_B6_support,6,6,3,True,False,False,True,fold_5
True,Optimization terminated successfully,9.26799656762724,150.1280178124389,1.0,2.043021784593184,1.0000000000001841e+22,-1841299456.0,9.488139096087257e+21,5.1186090391458316e+20,1e+22,4096,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_5
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9656902313733366,2.549295927439043e+22,9.745070407256095e+23,2.4470475235139114e+22,1.0224840392513159e+21,1e+24,4096,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_5
True,Optimization terminated successfully,0.7058450311318436,1.136231566195075,1.0,3.3648031449074782,1.000000000001047e+19,-10469376.0,6.126022810386206e+18,3.8739771896242647e+18,1e+19,8192,logarithmic,0.1,inside_B1_B6_support,6,6,3,True,False,False,True,fold_5
True,Optimization terminated successfully,8.792914533991368,141.69665823627741,1.0,2.05280364530944,1.0000000000006323e+22,-6322913280.0,9.516885784396615e+21,4.831142156097082e+20,1e+22,8192,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_5
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9656902313733366,2.8432631569179547e+22,9.715673684308204e+23,2.741014752992823e+22,1.0224840392513159e+21,1e+24,8192,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_5
True,Optimization terminated successfully,0.5250927290533471,0.9998699901129472,1.0,3.4811898540962125,1.0000000000002736e+19,-2736128.0,6.590947083739735e+18,3.409052916263e+18,1e+19,32768,logarithmic,0.1,inside_B1_B6_support,6,6,2,True,False,False,True,fold_5
True,Optimization terminated successfully,6.9969814129864325,109.59288189082658,1.0,2.0979476607907275,1.0000000000040827e+22,-40827355136.0,9.626343487388231e+21,3.7365651265259536e+20,1e+22,32768,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_5
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9656902313733366,4.607066533791426e+22,9.539293346620857e+23,4.5048181298662946e+22,1.0224840392513159e+21,1e+24,32768,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_5
True,Optimization terminated successfully,0.30587972099648614,0.7539642762017901,1.0,3.739404736002541,1.0000000000007735e+19,-7735296.0,7.429361677065882e+18,2.5706383229418537e+18,1e+19,131072,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_5
True,Optimization terminated successfully,4.568621740388396,66.40771889660002,1.0,2.1947059334732697,1.0000000000008592e+22,-8592031744.0,9.773583135810823e+21,2.2641686419776904e+20,1e+22,131072,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_5
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9656902313733366,1.1662280041285311e+23,8.833771995871468e+23,1.156003163736018e+23,1.0224840392513159e+21,1e+24,131072,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_5
