dataset,role,scale_label,total_scale_tokens,log10_scale,index,domain,proportion,expected_tokens
A6_A7_validation_1m,validation,1M,1000000,6.0,205,train_the_pile_dm_mathematics,0.047,47000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,205,train_the_pile_github,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,205,train_the_pile_philpapers,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,205,train_the_pile_stackexchange,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,205,train_the_pile_enron_emails,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,205,train_the_pile_gutenberg_pg_19,0.118,118000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,205,train_the_pile_pile_cc,0.228,228000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,205,train_the_pile_ubuntu_irc,0.003,3000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,205,train_the_pile_europarl,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,205,train_the_pile_hackernews,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,205,train_the_pile_pubmed_abstracts,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,205,train_the_pile_uspto_backgrounds,0.039,39000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_arxiv,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_freelaw,0.25225225225225223,252252.25225225222
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_nih_exporter,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_pubmed_central,0.04804804804804805,48048.04804804805
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_wikipedia_en,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_dm_mathematics,0.07907907907907907,79079.07907907908
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_github,0.06706706706706707,67067.06706706707
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_philpapers,0.04304304304304304,43043.043043043035
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_stackexchange,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_enron_emails,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_gutenberg_pg_19,0.1991991991991992,199199.1991991992
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_pile_cc,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_ubuntu_irc,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_europarl,0.011011011011011011,11011.01101101101
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_hackernews,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_pubmed_abstracts,0.15615615615615616,156156.15615615615
A6_A7_validation_1m,validation,1M,1000000,6.0,206,train_the_pile_uspto_backgrounds,0.14414414414414414,144144.14414414414
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_arxiv,0.02,20000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_freelaw,0.225,225000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_nih_exporter,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_pubmed_central,0.167,167000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_wikipedia_en,0.001,1000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_dm_mathematics,0.016,16000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_github,0.523,523000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_philpapers,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_stackexchange,0.017,17000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_enron_emails,0.006,6000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_gutenberg_pg_19,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_pile_cc,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_ubuntu_irc,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_europarl,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_hackernews,0.001,1000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_pubmed_abstracts,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,207,train_the_pile_uspto_backgrounds,0.024,24000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_arxiv,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_freelaw,0.025,25000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_nih_exporter,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_pubmed_central,0.081,81000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_wikipedia_en,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_dm_mathematics,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_github,0.742,742000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_philpapers,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_stackexchange,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_enron_emails,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_gutenberg_pg_19,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_pile_cc,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_ubuntu_irc,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_europarl,0.115,115000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_hackernews,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_pubmed_abstracts,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,208,train_the_pile_uspto_backgrounds,0.037,37000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_arxiv,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_freelaw,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_nih_exporter,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_pubmed_central,0.176,176000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_wikipedia_en,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_dm_mathematics,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_github,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_philpapers,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_stackexchange,0.03,30000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_enron_emails,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_gutenberg_pg_19,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_pile_cc,0.088,88000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_ubuntu_irc,0.06,60000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_europarl,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_hackernews,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_pubmed_abstracts,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,209,train_the_pile_uspto_backgrounds,0.646,646000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_arxiv,0.021978021978021973,21978.021978021974
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_freelaw,0.03296703296703297,32967.03296703297
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_nih_exporter,0.001998001998001998,1998.001998001998
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_pubmed_central,0.03296703296703297,32967.03296703297
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_wikipedia_en,0.27372627372627373,273726.27372627374
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_dm_mathematics,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_github,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_philpapers,0.00899100899100899,8991.00899100899
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_stackexchange,0.0029970029970029966,2997.0029970029964
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_enron_emails,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_gutenberg_pg_19,0.19980019980019978,199800.19980019977
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_pile_cc,0.05794205794205794,57942.05794205794
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_ubuntu_irc,0.004995004995004994,4995.004995004994
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_europarl,0.020979020979020976,20979.020979020977
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_hackernews,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_pubmed_abstracts,0.000999000999000999,999.000999000999
A6_A7_validation_1m,validation,1M,1000000,6.0,210,train_the_pile_uspto_backgrounds,0.33966033966033965,339660.33966033964
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_arxiv,0.008008008008008008,8008.008008008008
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_freelaw,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_nih_exporter,0.026026026026026026,26026.026026026026
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_pubmed_central,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_wikipedia_en,0.1081081081081081,108108.1081081081
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_dm_mathematics,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_github,0.055055055055055056,55055.055055055054
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_philpapers,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_stackexchange,0.6626626626626627,662662.6626626627
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_enron_emails,0.003003003003003003,3003.003003003003
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_gutenberg_pg_19,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_pile_cc,0.018018018018018018,18018.018018018018
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_ubuntu_irc,0.11911911911911911,119119.11911911912
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_europarl,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_hackernews,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_pubmed_abstracts,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,211,train_the_pile_uspto_backgrounds,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_arxiv,0.06206206206206206,62062.06206206206
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_freelaw,0.7147147147147146,714714.7147147146
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_nih_exporter,0.008008008008008008,8008.008008008008
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_pubmed_central,0.01201201201201201,12012.01201201201
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_wikipedia_en,0.008008008008008008,8008.008008008008
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_dm_mathematics,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_github,0.015015015015015013,15015.015015015013
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_philpapers,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_stackexchange,0.08808808808808807,88088.08808808807
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_enron_emails,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_gutenberg_pg_19,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_pile_cc,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_ubuntu_irc,0.002002002002002002,2002.002002002002
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_europarl,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_hackernews,0.06806806806806806,68068.06806806807
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_pubmed_abstracts,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,212,train_the_pile_uspto_backgrounds,0.02202202202202202,22022.022022022018
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_arxiv,0.532,532000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_freelaw,0.002,2000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_nih_exporter,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_pubmed_central,0.038,38000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_wikipedia_en,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_dm_mathematics,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_github,0.001,1000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_philpapers,0.006,6000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_stackexchange,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_enron_emails,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_gutenberg_pg_19,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_pile_cc,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_ubuntu_irc,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_europarl,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_hackernews,0.002,2000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_pubmed_abstracts,0.419,419000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,213,train_the_pile_uspto_backgrounds,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_arxiv,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_freelaw,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_nih_exporter,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_pubmed_central,0.6336336336336337,633633.6336336337
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_wikipedia_en,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_dm_mathematics,0.002002002002002002,2002.002002002002
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_github,0.02002002002002002,20020.02002002002
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_philpapers,0.007007007007007007,7007.007007007007
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_stackexchange,0.003003003003003003,3003.003003003003
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_enron_emails,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_gutenberg_pg_19,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_pile_cc,0.22222222222222224,222222.22222222225
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_ubuntu_irc,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_europarl,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_hackernews,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_pubmed_abstracts,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,214,train_the_pile_uspto_backgrounds,0.11211211211211211,112112.11211211211
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_arxiv,0.042914171656686616,42914.171656686616
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_freelaw,0.6157684630738521,615768.4630738521
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_nih_exporter,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_pubmed_central,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_wikipedia_en,0.02594810379241516,25948.10379241516
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_dm_mathematics,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_github,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_philpapers,0.024950099800399198,24950.0998003992
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_stackexchange,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_enron_emails,0.0009980039920159678,998.0039920159678
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_gutenberg_pg_19,0.007984031936127742,7984.0319361277425
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_pile_cc,0.19960079840319359,199600.7984031936
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_ubuntu_irc,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_europarl,0.0009980039920159678,998.0039920159678
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_hackernews,0.0049900199600798395,4990.01996007984
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_pubmed_abstracts,0.0009980039920159678,998.0039920159678
A6_A7_validation_1m,validation,1M,1000000,6.0,215,train_the_pile_uspto_backgrounds,0.07485029940119758,74850.29940119758
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_arxiv,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_freelaw,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_nih_exporter,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_pubmed_central,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_wikipedia_en,0.013,13000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_dm_mathematics,0.002,2000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_github,0.827,827000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_philpapers,0.014,14000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_stackexchange,0.073,73000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_enron_emails,0.001,1000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_gutenberg_pg_19,0.07,70000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_pile_cc,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_ubuntu_irc,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_europarl,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_hackernews,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_pubmed_abstracts,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,216,train_the_pile_uspto_backgrounds,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_arxiv,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_freelaw,0.007,7000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_nih_exporter,0.014,14000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_pubmed_central,0.03,30000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_wikipedia_en,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_dm_mathematics,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_github,0.003,3000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_philpapers,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_stackexchange,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_enron_emails,0.001,1000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_gutenberg_pg_19,0.157,157000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_pile_cc,0.78,780000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_ubuntu_irc,0.006,6000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_europarl,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_hackernews,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_pubmed_abstracts,0.002,2000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,217,train_the_pile_uspto_backgrounds,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_arxiv,0.5734265734265734,573426.5734265734
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_freelaw,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_nih_exporter,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_pubmed_central,0.0029970029970029974,2997.0029970029973
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_wikipedia_en,0.005994005994005995,5994.005994005995
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_dm_mathematics,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_github,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_philpapers,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_stackexchange,0.0009990009990009992,999.0009990009992
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_enron_emails,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_gutenberg_pg_19,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_pile_cc,0.0019980019980019984,1998.0019980019983
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_ubuntu_irc,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_europarl,0.06393606393606395,63936.06393606395
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_hackernews,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_pubmed_abstracts,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,218,train_the_pile_uspto_backgrounds,0.35064935064935066,350649.3506493507
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_arxiv,0.0010020040080160318,1002.0040080160318
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_freelaw,0.027054108216432858,27054.108216432858
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_nih_exporter,0.0010020040080160318,1002.0040080160318
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_pubmed_central,0.03406813627254508,34068.13627254508
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_wikipedia_en,0.2705410821643286,270541.0821643286
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_dm_mathematics,0.01703406813627254,17034.06813627254
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_github,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_philpapers,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_stackexchange,0.22545090180360716,225450.90180360715
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_enron_emails,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_gutenberg_pg_19,0.03807615230460921,38076.152304609204
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_pile_cc,0.0250501002004008,25050.1002004008
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_ubuntu_irc,0.004008016032064127,4008.016032064127
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_europarl,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_hackernews,0.005010020040080159,5010.02004008016
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_pubmed_abstracts,0.043086172344689366,43086.17234468937
A6_A7_validation_1m,validation,1M,1000000,6.0,219,train_the_pile_uspto_backgrounds,0.3086172344689378,308617.2344689378
A6_A7_validation_1m,validation,1M,1000000,6.0,220,train_the_pile_arxiv,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,220,train_the_pile_freelaw,0.014,14000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,220,train_the_pile_nih_exporter,0.006,6000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,220,train_the_pile_pubmed_central,0.576,576000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,220,train_the_pile_wikipedia_en,0.001,1000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,220,train_the_pile_dm_mathematics,0.149,149000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,220,train_the_pile_github,0.004,4000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,220,train_the_pile_philpapers,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,220,train_the_pile_stackexchange,0.007,7000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,220,train_the_pile_enron_emails,0.004,4000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,220,train_the_pile_gutenberg_pg_19,0.171,171000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,220,train_the_pile_pile_cc,0.008,8000.0
A6_A7_validation_1m,validation,1M,1000000,6.0,220,train_the_pile_ubuntu_irc,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,220,train_the_pile_europarl,0.0,0.0
A6_A7_validation_1m,validation,1M,1000000,6.0,220,train_the_pile_hackernews,0.0,0.0
